,tensor,cid
5470,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",845-None
5471,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1759-0e117c1684b5ebd6093fc17b468455d1
5472,"[[1.4807040691375732, 2.4678401947021484, 0.7403520345687866, 1.9742721319198608, 0.7403520345687866, 0.4935680329799652, 3.9485442638397217, 0.7403520345687866, 1.7274881601333618, 0.9871360659599304, 2.7146241664886475, 16.287744522094727, 10.118144989013672, 8.143872261047363, 2.9614081382751465, 2.2210562229156494]]",1654-6e3448396e2ee63902a0af2aef147abd
5473,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",685-b27ddc7d85a1eaa205375d2905b9ce9a
5474,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.036415793001651764, 0.0, 0.0, 0.0, 0.0, -0.018207896500825882]]",1649-c98f23c5f01e87429e00db4566cca238
5475,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01009982731193304, 0.0, 0.0, 0.0, 0.09089844673871994, 0.22219620645046234, 0.0, 0.0, 0.01009982731193304]]",895-c98f23c5f01e87429e00db4566cca238
5476,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",376-a8ec907a5ac10f3960aabf52e1f65f1c
5477,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",802-0e117c1684b5ebd6093fc17b468455d1
5478,"[[-0.019357578828930855, 0.0, 0.0, 0.0, -0.019357578828930855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",530-572a7ad687fbcba95520b62daebf0deb
5479,"[[-0.10203739255666733, -0.1530560851097107, 0.0, -0.051018696278333664, -0.1530560851097107, -0.051018696278333664, -0.20407478511333466, -0.20407478511333466, -0.10203739255666733, -0.051018696278333664, -0.20407478511333466, -0.1530560851097107, -0.051018696278333664, 0.0, -0.10203739255666733, -0.051018696278333664]]",1313-a8ec907a5ac10f3960aabf52e1f65f1c
5480,"[[0.3109436333179474, 0.007972913794219494, 0.015945827588438988, 0.015945827588438988, 0.039864569902420044, 0.039864569902420044, 0.031891655176877975, 0.031891655176877975, 0.023918740451335907, 0.023918740451335907, 0.023918740451335907, 0.023918740451335907, 0.015945827588438988, 0.007972913794219494, 0.023918740451335907, 0.023918740451335907]]",1285-183abbbe8fae350cc608984e93217b67
5481,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007234027609229088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007234027609229088]]",1133-2096785ca2e9aa336da5ac31a4e301d9
5482,"[[2.8539695739746094, 0.8086247444152832, 0.4280954599380493, 0.047566160559654236, 0.1426984816789627, 0.19026464223861694, 0.09513232111930847, 0.23783080279827118, 0.33296310901641846, 0.1426984816789627, 0.1426984816789627, 0.2853969633579254, 0.09513232111930847, 0.19026464223861694, 0.4280954599380493, 0.19026464223861694]]",1275-b769b7c4664af95672dabb38a2d2589e
5483,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1220-3f5a52933066b830ff5b6a209b63944a
5484,"[[-0.12140220403671265, -0.3237392008304596, -0.20233699679374695, -0.1618696004152298, -0.1618696004152298, -0.04046740010380745, -0.0809348002076149, -0.28327178955078125, -0.12140220403671265, -0.04046740010380745, -0.04046740010380745, 0.0, -0.04046740010380745, 0.0, 0.0, -0.04046740010380745]]",1994-61e929f953da686a11f1ecb80937d508
5485,"[[0.047606103122234344, 0.047606103122234344, 0.023803051561117172, 0.0, 0.047606103122234344, 0.0, 0.023803051561117172, 0.0, 0.047606103122234344, 0.047606103122234344, 0.047606103122234344, 0.0, 0.023803051561117172, 0.07140915095806122, 0.11901526153087616, 0.14281830191612244]]",824-c98f23c5f01e87429e00db4566cca238
5486,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011075565591454506, 0.0, 0.0, 0.0, -0.011075565591454506]]",1812-0e117c1684b5ebd6093fc17b468455d1
5487,"[[0.0, -0.013391832821071148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013391832821071148]]",1753-bf2b729332ba6c513c7e529a879fbb7a
5488,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1097-109f87b3124b4aa25e9a49c3712b50da
5489,"[[-0.015619657933712006, 0.0, 0.0, -0.005206552799791098, 0.0, -0.005206552799791098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1082-b769b7c4664af95672dabb38a2d2589e
5490,"[[0.0, 0.0, 0.0, -0.1226523220539093, 0.0, -0.1226523220539093, 0.0, -0.0408841073513031, 0.0, 0.0, -0.1226523220539093, 0.0, 0.0, 0.0, 0.0, -0.1226523220539093]]",1276-ae9eedb427f5b2235befd37366fc09d7
5491,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0017897982615977526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0008948991307988763]]",164-0e117c1684b5ebd6093fc17b468455d1
5492,"[[-0.014080360531806946, -0.014080360531806946, 0.0, -0.014080360531806946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1538-2d1283337e01d2a4cc95303b0c0d030a
5493,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1435-None
5494,"[[0.0, 0.0, 0.0, -0.026247309520840645, -0.026247309520840645, 0.0, -0.026247309520840645, -0.026247309520840645, 0.0, 0.0, -0.05249461904168129, -0.05249461904168129, 0.0, 0.0, 0.0, -0.026247309520840645]]",1379-None
5495,"[[-0.005646694917231798, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005646694917231798, -0.005646694917231798, -0.005646694917231798, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005646694917231798, -0.005646694917231798]]",1492-0bd0bfa6a30999889fa2f08717dda756
5496,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1791-d652fe8e03e91d2a282fe613952fea13
5497,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1392-a8ec907a5ac10f3960aabf52e1f65f1c
5498,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1325274109840393]]",1222-0af607c2fa9f1ba55a2f31b9f4799d25
5499,"[[-0.006836869288235903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006836869288235903, 0.0, -0.006836869288235903, 0.0, 0.0, -0.006836869288235903]]",1553-ff0ad3b6b2c6b4ead7e211741c3e6079
5500,"[[-0.02065044641494751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04130089282989502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1448-945aba0d61c82ce0703573f9a8cb7028
5501,"[[-0.04391802102327347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1981-ff0ad3b6b2c6b4ead7e211741c3e6079
5502,"[[0.0025120615027844906, 0.005024123005568981, 0.0025120615027844906, 0.030144738033413887, 0.017584430053830147, 0.005024123005568981, 0.010048246011137962, 0.015072369016706944, 0.010048246011137962, 0.005024123005568981, 0.02763267606496811, 0.01256030797958374, 0.010048246011137962, 0.0025120615027844906, 0.007536184508353472, 0.04019298404455185]]",934-c98f23c5f01e87429e00db4566cca238
5503,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",1624-a31863de508e32f7083b20e47159a977
5504,"[[0.0, 0.0, 0.0, -0.004245478194206953, -0.004245478194206953, 0.0, 0.0, 0.0, -0.012736434116959572, -0.004245478194206953, -0.004245478194206953, -0.004245478194206953, 0.0, 0.0, 0.0, -0.004245478194206953]]",1253-a8ec907a5ac10f3960aabf52e1f65f1c
5505,"[[-0.05424986779689789, -0.01808328926563263, -0.01808328926563263, 0.0, -0.05424986779689789, -0.03616657853126526, 0.0, -0.03616657853126526, -0.05424986779689789, -0.07233315706253052, -0.05424986779689789, -0.07233315706253052, -0.07233315706253052, 0.0, -0.01808328926563263, -0.01808328926563263]]",1063-3426d7dd6b951a03fef2668967d20ccd
5506,"[[-0.14573587477207184, -0.3400503695011139, 0.0, -0.09715724736452103, 0.0, -0.04857862368226051, 0.0, 0.0, -0.04857862368226051, -0.09715724736452103, 0.0, -0.14573587477207184, -0.04857862368226051, 0.0, -0.14573587477207184, -0.04857862368226051]]",1053-a8ec907a5ac10f3960aabf52e1f65f1c
5507,"[[-0.010663451626896858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010663451626896858]]",1601-None
5508,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01654391922056675, -0.01654391922056675, 0.0, 0.0, 0.0, -0.01654391922056675]]",926-dc7f74209b018e293a574b44e2aad001
5509,"[[3.2380530834198, 0.4121158719062805, 0.5887369513511658, 0.23549477756023407, 0.23549477756023407, 0.0, 0.17662107944488525, 0.4121158719062805, 0.3532421588897705, 0.23549477756023407, 0.4121158719062805, 0.11774738878011703, 0.5298632383346558, 0.23549477756023407, 0.05887369439005852, 0.11774738878011703]]",1275-6e3448396e2ee63902a0af2aef147abd
5510,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.009881342761218548, 0.0, 0.0, 0.0, 0.0, 0.0, -0.009881342761218548, -0.004940671380609274]]",1556-0e117c1684b5ebd6093fc17b468455d1
5511,"[[-0.004108305089175701, 0.0, 0.0, -0.004108305089175701, 0.0, 0.0, -0.004108305089175701, 0.0, 0.0, 0.0, -0.004108305089175701, 0.0, 0.0, -0.004108305089175701, -0.004108305089175701, -0.004108305089175701]]",1538-945aba0d61c82ce0703573f9a8cb7028
5512,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1219-None
5513,"[[-0.019357578828930855, 0.0, 0.0, 0.0, -0.019357578828930855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1274-6e3448396e2ee63902a0af2aef147abd
5514,"[[0.0, -0.00838348176330328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00838348176330328, -0.00838348176330328, -0.01676696352660656]]",686-b769b7c4664af95672dabb38a2d2589e
5515,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1759-183abbbe8fae350cc608984e93217b67
5516,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1317-736e938d8e3fd4364e2a65365541da11
5517,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",834-None
5518,"[[-1.3414870500564575, -0.44716235995292664, 0.0, -0.8943247199058533, 0.0, 0.0, -5.813110828399658, -25.93541717529297, -30.854202270507812, -48.29353332519531, -7.601759910583496, -12.967708587646484, -15.203519821166992, -13.862032890319824, -16.992170333862305, -4.471623420715332]]",668-3426d7dd6b951a03fef2668967d20ccd
5519,"[[-0.04546478018164635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015154927037656307, 0.0, 0.0]]",1645-7cff2e687e4d4557864a33ffbcb16738
5520,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",968-None
5521,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1222-d652fe8e03e91d2a282fe613952fea13
5522,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1014-None
5523,"[[0.5553421378135681, 0.11106842756271362, 0.4998079240322113, 0.36097240447998047, 0.4165065884590149, 0.19436974823474884, 0.36097240447998047, 0.11106842756271362, 0.11106842756271362, 0.6108763217926025, 0.30543816089630127, 0.36097240447998047, 0.33320528268814087, 0.4720408320426941, 0.13883553445339203, 0.16660264134407043]]",662-b769b7c4664af95672dabb38a2d2589e
5524,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011075565591454506, 0.0, 0.0, 0.0, -0.011075565591454506]]",1567-0e117c1684b5ebd6093fc17b468455d1
5525,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1458-0e117c1684b5ebd6093fc17b468455d1
5526,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1101-d8dd2ff322668978ef960e3b62718caf
5527,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1814-0e117c1684b5ebd6093fc17b468455d1
5528,"[[-1656.2928466796875, -2035.33349609375, -314.7186279296875, -365.25738525390625, -330.79913330078125, -248.09934997558594, -280.2603759765625, -271.0715026855469, -243.50491333007812, -243.50491333007812, -424.9849853515625, -367.5545959472656, -266.4770812988281, -268.7742919921875, -169.99400329589844, -75.80813598632812]]",662-b0d744cb2e26331eb8ed510995949791
5529,"[[-0.4956594705581665, -0.5452254414558411, 0.0, 0.0, -0.04956594854593277, 0.0, 0.0, -0.04956594854593277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1762-109f87b3124b4aa25e9a49c3712b50da
5530,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1620-7cff2e687e4d4557864a33ffbcb16738
5531,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1620-c98f23c5f01e87429e00db4566cca238
5532,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1063-51805c3f19b3608616273cc506430632
5533,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.018131915479898453, 0.0, 0.0, -0.018131915479898453, -0.018131915479898453]]",795-a8ec907a5ac10f3960aabf52e1f65f1c
5534,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1308-109f87b3124b4aa25e9a49c3712b50da
5535,"[[-0.08614258468151093, 0.0, -0.2153564691543579, -0.2153564691543579, -0.4737842082977295, -0.4737842082977295, -0.38764163851737976, -0.3445703387260437, -0.38764163851737976, -0.8614258766174316, -0.4737842082977295, -0.5599268078804016, -0.38764163851737976, -0.38764163851737976, -0.4737842082977295, -0.08614258468151093]]",1221-8337b9cef94666f2dd2dde02a8292544
5536,"[[0.2884944975376129, 0.0, 1.4424724578857422, 0.43274176120758057, 0.14424724876880646, 0.0, 0.14424724876880646, 1.1539779901504517, 0.7212362289428711, 1.8752142190933228, 2.3079559803009033, 0.0, 2.1637086868286133, 3.1734395027160645, 1.4424724578857422, 1.7309670448303223]]",678-ae9eedb427f5b2235befd37366fc09d7
5537,"[[0.0, 0.0029832092113792896, 0.0, 0.0, 0.0, 0.0, 0.005966418422758579, 0.0029832092113792896, 0.0, 0.008949628099799156, 0.0, 0.0029832092113792896, 0.005966418422758579, 0.005966418422758579, 0.0029832092113792896, 0.01491604559123516]]",934-dd5bfb1593b5f51e80129bcba8f4a805
5538,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09896712005138397, 0.13195616006851196, 0.23092328011989594]]",887-dd5bfb1593b5f51e80129bcba8f4a805
5539,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06621172279119492]]",1554-109f87b3124b4aa25e9a49c3712b50da
5540,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1536-ff0ad3b6b2c6b4ead7e211741c3e6079
5541,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01146967988461256, 0.0, -0.01146967988461256]]",393-0e117c1684b5ebd6093fc17b468455d1
5542,"[[-4.968755722045898, -2.0338430404663086, -2.625974416732788, -2.1110775470733643, -1.802139401435852, -2.420015811920166, -1.6991599798202515, -0.9525593519210815, -1.8793739080429077, -2.677464246749878, -2.18831205368042, -2.7546987533569336, -1.3644769191741943, -2.651719331741333, -1.6219254732131958, -1.2872424125671387]]",668-bf2b729332ba6c513c7e529a879fbb7a
5543,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1081-0e117c1684b5ebd6093fc17b468455d1
5544,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023562461137771606, 0.0, 0.0023562461137771606, 0.0023562461137771606, 0.0023562461137771606, 0.004712492227554321, 0.0023562461137771606, 0.0023562461137771606]]",1981-b27ddc7d85a1eaa205375d2905b9ce9a
5545,"[[-0.006885695271193981, -0.0034428476355969906, -0.02065708488225937, -0.00860711932182312, -0.006885695271193981, -0.006885695271193981, -0.00860711932182312, -0.006885695271193981, -0.0034428476355969906, -0.006885695271193981, -0.022378509864211082, -0.013771390542387962, -0.10156400501728058, -0.013771390542387962, -0.005164271220564842, 0.0]]",1228-233de36fe426c318205964665e7fa248
5546,"[[0.0, 0.0, -0.01007543783634901, 0.0, 0.0, 0.0, 0.0, -0.01007543783634901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01007543783634901]]",1459-ae9eedb427f5b2235befd37366fc09d7
5547,"[[-0.10759789496660233, -0.2367153763771057, -0.08607831597328186, -0.21519578993320465, -0.1936762034893036, -0.15063706040382385, -0.15063706040382385, -0.1291174739599228, -0.17215663194656372, -0.21519578993320465, -0.2582349479198456, -0.2367153763771057, -0.021519578993320465, -0.2367153763771057, -0.2582349479198456, -0.17215663194656372]]",887-d652fe8e03e91d2a282fe613952fea13
5548,"[[-1.0204863548278809, -0.5102431774139404, -1.360648512840271, -2.3811349868774414, -1.1905674934387207, -2.2110538482666016, -0.8504053354263306, -1.0204863548278809, -0.34016212821006775, -0.34016212821006775, -2.0409727096557617, -0.8504053354263306, -0.5102431774139404, -1.7008106708526611, -1.360648512840271, -0.5102431774139404]]",1236-109f87b3124b4aa25e9a49c3712b50da
5549,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1354-00cd589134bd6ca0b319fa06e38d4f19
5550,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",862-b769b7c4664af95672dabb38a2d2589e
5551,"[[-0.029859963804483414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1397-ae9eedb427f5b2235befd37366fc09d7
5552,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013464181683957577, 0.0, 0.0, 0.0, 0.026928363367915154, 0.06732090562582016, 0.013464181683957577, 0.040392544120550156, 0.013464181683957577]]",903-0e117c1684b5ebd6093fc17b468455d1
5553,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1015-183abbbe8fae350cc608984e93217b67
5554,"[[-0.05123123526573181, -0.01707707904279232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1792-dd5bfb1593b5f51e80129bcba8f4a805
5555,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012976979836821556, -0.012976979836821556]]",828-8c30f7084880dafa1075f78d20d66cde
5556,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012664112262427807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012664112262427807]]",1249-8c30f7084880dafa1075f78d20d66cde
5557,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",887-40707f1a2c89cf380dfcc9f35187801f
5558,"[[0.1548534780740738, 0.1032356545329094, 0.1548534780740738, 0.1548534780740738, 0.2580891251564026, 0.1032356545329094, 0.2064713090658188, 0.1032356545329094, 0.0, 0.0516178272664547, 0.7742674350738525, 0.2580891251564026, 0.4129426181316376, 0.5677961111068726, 0.1548534780740738, 0.0516178272664547]]",894-0af607c2fa9f1ba55a2f31b9f4799d25
5559,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1013-40707f1a2c89cf380dfcc9f35187801f
5560,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1325274109840393]]",655-d3df38f242a024f4be472b5b26bf6cbd
5561,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",1511-945aba0d61c82ce0703573f9a8cb7028
5562,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007496303413063288, 0.0, 0.0, -0.003748151706531644]]",683-945aba0d61c82ce0703573f9a8cb7028
5563,"[[-0.010439840145409107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010439840145409107, 0.0, 0.0, 0.0, 0.0, -0.010439840145409107]]",1086-a8ec907a5ac10f3960aabf52e1f65f1c
5564,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1285-3953701085a61d85aa3495dcf7538988
5565,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1746-0af607c2fa9f1ba55a2f31b9f4799d25
5566,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005924496334046125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005924496334046125]]",395-None
5567,"[[-0.05739479884505272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",863-0af607c2fa9f1ba55a2f31b9f4799d25
5568,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",978-c019143b4225157db7126521e8138a80
5569,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1796-ae9eedb427f5b2235befd37366fc09d7
5570,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1802-69d0b4abd8f6898511de6ae46046eb37
5571,"[[-0.02106776461005211, 0.0, -0.02106776461005211, -0.05266941338777542, -0.02106776461005211, -0.010533882305026054, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02106776461005211, -0.02106776461005211, -0.031601645052433014, -0.06320329010486603, 0.0]]",970-e956b418509df39eb3f2374e0de9e104
5572,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005519240628927946]]",1243-0af607c2fa9f1ba55a2f31b9f4799d25
5573,"[[-3.9000847339630127, -7.280158042907715, -3.6400790214538574, -1.3000283241271973, -3.6400790214538574, -6.240135669708252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1217-c98f23c5f01e87429e00db4566cca238
5574,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1801-None
